,username,review,star_rating,num_star_rating
23,Dany,take indeed pretty well everything else discovered many times rather infinite number times long course history needs likely teach necessities present things add refinement luxury life quite naturally develop hence suppose true matters pertaining constitutions matters ancient indicated facts egypt egyptians held ancient people always laws political organization therefore one make adequate use discovered also try investigate whatever overlooked book vii,really liked it,4
24,Matt,final thought aristotle leaves us nicomachean ethics main source tension politics goal existence nicomachean ethics happiness achieved contemplative life aristotle rooted greek culture cannot conceive happiness outside city state opening line politics sets baseline since see every city sort partnership every partnership constituted sake good everyone everything sake held good clear partnerships aim good partnership authoritative embraces others particularly aims authoritative good called city political partnership pg 36 1252al city thus vehicle goodness aka virtue leads contemplative life therefore happiness aristotle like us cannot escape societal conditioning foundational belief city partnership designed lead good grounded oft quoted man political animal accurately man much political animal kind bee herd animal clear pg 37 idea marx latched onto lack separation individual pursuit contemplation study natural social tendencies underlying principle politics political book espousing freedom productivity perpetuation code constructing state designed survive permit citizens leisure since end evidently human beings common privately must necessarily defining principle best man best regime evident virtues directed leisure present said repeatedly peace end war leisure occupations pg 222 vii ch 15 10 15 much contained within pages meant theoretical rendering government aristotle spends considerable time attacking flaws sees plato republic laws nicomachean ethics book practical ethics politics practical politics aristotle sees great value mean way traversing problems arise extremes political positions puts great value middle class stabilizing force way undercut discontent aristotle goal minimize corruption maximize stability encourage correct thinking thinking sees value contemplative life unlike plato refuses ignore perceives realistic consequences division property labor poorly apportioned equity lead sloth discontent overall aristotle alive today guy behind scenes presidential advisor idea government refuses let ideals rule actions compares forms government worked worked comes thoughtful analysis get closest goal happiness probably read politics come away great insights governance aristotle method admirable though times masterful deliberator times,it was ok,2
25,Otto Lehto,marvelous book many things said 1 beginning analytical political science 2 critical summation refinement normative political theory greeks especially plato achievements staggering astronomical amount fascinating deliriously analytical content small big kept generations scholars happy sometimes despondent aristotle great strength political philosopher incredible capacity distill debates concepts constituent elements expose weaknesses internal tensions commonly accepted arguments unfortunately politics advocates consistently harsh views slavery role women society hierarchical class structure virtuous society think fair judge aristotle moral views standards time even standards time aristotle view especially enlightened especially true relation certain disadvantaged groups including slaves women children workers poor short overwhelming majority population considers unfit rule unfit virtue unfit happiness much admire entire enterprise book reactionary elephant living room small blemish extremely insidious flaw whole normative system credit though clarity arguments allows easy counterarguments detractors taken issue conclusions guess went wrong since aristotle crystal clear premises arguments conclusions aristotle ethical political views complicated makes mincemeat advocates tyranny unlimited mob rule showcases importance written laws constitutional principles dramatically improves upon platonic daydreaming republic laws aristotle political views moderate even progressive standards times hints towards progressive interpretation principles boon later scholars taken views virtue different direction however going around fact views class gender reflect conservative even reactionary views human nature aristotle reflexively believed theoretically emphasized importance social political hierarchies based natural inequalities certain classes people excluded principle said would foolish get hung old fashioned book written long time ago much absolutely fantastic titillating mind bending clarifying illuminating revolutionary many books 2 300 years ago said feel forward looking methodology substantive conclusions aristotle demanded rigorously scientific approach governance ethics uphold tradition emulating aristotelian discipline hypnotically compelling analytical precision argument impresses technically even cuts notions equality justice book bible political science,really liked it,4
26,Jeremiah Lorrig,wow see foundation political philosophy built centuries later conclusions strange bazar modern mind structure thought analysis established framework evaluating good bad governance brilliant mind,really liked it,4
27,Marts  (Thinker),aristotle treatise governance,it was amazing,5
28,Luíz Menezes ,good speaks generally enough many topics still use today,it was amazing,5
29,Lucas,notes politiká1 previously ethics aristóteles called politics true human good politiká many ways sort companion piece ethical treaties perhaps intended centrepiece explores virtues time context communal life sort macrowork previous one intimate personal spite centrepiece sorts nowhere near good ethics aged doubt silly expect otherwise problem aristóteles man great genius ultimately anchored time go politics put alongside platón topic pales comparison less food thought politiká mostly dry description 2 aristóteles approach always systematic book deals countless examples different types government goes one one listing pros cons showing come come end aristóteles comes across compassionate conservative like process drags aristóteles spends much time simply providing comparing contrasting look beyond examples one pick best pages politiká easily best develops thelology context politic natural order deals education ensure virtuous citizens 3 platón gets bad rap expelling poets ideal city aristóteles well take slavery women want forgive obviously product time compassionate conservative bound defend nonetheless restricted view citizenship excluding slaves women actually hinders reasoning something present platón 4 end day admiration aristóteles grown reading politiká complains aside platón idealist aristóteles realist aristóteles goes real fight looking examples real states failures try grasp things ordered take one best introduction politics almost perfect textbook different types government state powers citizenship revolutions need know subject politiká indeed long best pages essential,liked it,3
30,Matt,plato writings cornerstone western thought pupil aristotle lectures treatise sometimes agreed disagreed teacher shaping views millions millennia politics one important political treatise impacted society studied alongside plato republic agree agree different methods disagree conclusions unlike approach plato aristotle focused examples greek political world knew determine best approach government polis classifying types government six forms three ideal three perverted aristotle described showing pros cons effort establish best analysis turned various functions government laws offices pass fill either yet underlying everything aristotle insistence human nature determines everything concerned governance politics thought provoking significant analysis conclusions unfortunately without flaws biggest aristotle argument natural rulers natural slaves opposite way many think today next biggest fact overall work seems like coherently organized even complete many aspects aristotle says cover never appear writes bringing conclusive best government actually proving though given argument best government polis depends population constructed aristotle politics thought provoking maddening especially given soundness analysis disorganized state overall treatise yet one important treatises political thought western world significant political historical terms influential millennia,liked it,3
31,Laila,rather silly critical aristotle views slavery women virtues merely reflecting culture setting time sadly slavery abolished criminalized part world nevertheless modern slavery still exist meaning human race still get enslaving fellow human beings whatever reason wrong agree aristotle democracy best form governance far better alternatives monarchy tyranny would add anarchism similarly capitalism best economics system far better alternative socialism interesting take aristotle book order stabilize relationship rich poor classes always mistrust keep theses two classes small turn create larger middle class buffer thus lessen tension among classes clever bugger aristotle think,really liked it,4
32,Alex,quite evident city must concerned virtue f otherwise community becomes alliance differing location others allies live far apart law becomes agreement make citizens good rejection defining community based social contract economic incentive correct course one genuinely kept throughout pages work,liked it,3
33,Grace,came politics stayed education extraordinarily refreshing read something time warts,NONE,NULL
34,Galicius,book icommunities states established bring greatest good members qualifications king master householder plato think number subjects deal statesman also different rules citizens set government rule political science different kinds rule aristotle goes consider relationship master slave absolute relative meaning terms questions whether slavery indeed natural compares warfare hunting wild animals points greeks consider free men everywhere consider barbarians way barbarians free land begins consideration property wealth getting necessary like obtaining food managing household unnecessary type like unlimited gathering coin property men confuse goal living well limit much wealth requires become absorbed acquiring wealth property loose sight original aim desire becomes unlimited unnecessary natural way gathering wealth fruits animals land sea way retail trade natural hated sort usury makes money money modes getting wealth unnatural theorizing wealth getting may worthy philosophy practice discussion may irksome three occupations wealth getting husbandry farming exchange commerce usury mining aristotle gives two examples financial speculation one man created monopoly wine presses another monopoly iron husband father rules wife children master slaves although may exceptions order nature male fitter command female elder younger immature aristotle raises question whether excellence virtue slaves women share rational principle absurd think one ruled instead ruling also ruler unjust cowardly rule well ruler subject virtue varying socrates said temperance man woman courage justice classes special attributes quotes sophocles ajax silence woman glory masters source excellence slave employ command virtues family supposed make difference virtue state aristotle examine various theories perfect state next,it was amazing,5
35,Atratzu Talgala,wanted book consider something slight armchair philosopher heard enough philosophy growing definitely agree unexamined life worth living combed internet free resources checked various lectures online armchair philosopher thought kind funny even philosophy books proper philosophical thought books anyway naturally philosophies background say see read etc wanted take next step pick philosophy book better start ancient greeks fairly familiar socrates plato aristotle sometimes considered foundation western thought however entirely certain best book start would probably better suited read scholastic setting questions would asked lecture reading section teacher specializing ancient greek culture hand say got head book going pretend ah yes book rich finely decorated much like emperor clothes struggled paying attention reading tried different methods keep attention reading friend suggested keep notes notebook worked best best articulate opinion book afraid trouble recounting actually read notebook full notes 1313a11 1342b7 without notes could tell nothing read days reading sure says book translation something else bekker numbers understand first would like explain detail book organized never really figured eight chapters book called books reason know called books instead chapters suspect something translation greek might also topic changes worked way chapter oftentimes found thought continuing chapter chapter found organizational method puzzling distracting book also organized set numbers letters related translation called bekker numbers sure interesting useful people properly studying manuscript contrasting original greek manuscript confused casual reader especially since book starts 1252a1 presumably meaning politics aristotle starts page1252 left column first line general statements book lot ideology aristotle governments run really make sense might best explained expert subject children raised state different classes husbandmen artisans gaurdians etc slavery however confusing appalling topics lot progressive thought see influenced today society particular think general question purpose government aristotle answer book 7 1328b8 let us enumerate functions state shall easily elicit want first must food secondly arts life requires many instruments thirdly must arms members community need hands order maintain authority disobedient subjects external assailants fourthly must certain amount revenue internal needs purpose war fifthly rather first must care religion commonly called worship sixthly necessary must power deciding public interest men dealings one another sure makes life liberty pursuit happiness united states declaration independence seem much succinct honestly feel like difficult talk politics aristotle incredible collection ideas thoughts justice need spend lot time discussing book individually aristotle covers government state form politics take types governments governments good governments bad responses governments city states area education public education children learn music aristotle uses analogies comparisons mathematics geometry even musical modes dorrian manliest mode according aristotle 1342b7 tempted try break chapter topic theme challenging sections book sometimes feels like reading lecture times feels like reading ranting old man still times understand people mesmerized aristotle teachings feel like ran gauntlet opinions throughout book conclusion said lot words book conclusion final thoughts think book excellent collection ideas like dislike experience philosophy always mixed bag opinions ideas agree disagree value philosophy learning think think able articulate accurately discuss respectfully pose types questions learn anything exposed new ideas value reading aristotle outside worthless self esteem bragging rights easy answer yes however think need return book someday review think strong enough foundation study philosophy properly appreciate discussed book shake feeling really understanding key themes topics addressed book sure eventually crack back open try wonderful thing learning knowledge builds need learn basic mathematics try geometry algebra politics aristotle might bit far jump current understanding never know stack unless try besides aristotle come get yell really understanding writings well tell fans,really liked it,4
36,B. P. Rinehart,every state community kind every community established view good mankind always act order obtain think good communities aim good state political community highest embraces rest aims greater degree highest good book read book one political science classes marks introduction aristotle say despite technical opaque language good informative read politics created book difficult thought would warming receptive narrative plato go detailed breakdown every part treatise important points first point humans political animals nature ability sophisticated speech reason second thing idea good forms government bad forms government good forms government monarchy aristocracy constitutional polity bad forms government tyranny oligarchy democracy spends lot time detailing different forms examples types government project aristotle spent years gathering information surveying many city states greece barbarian countries outside greece despite living around athens believes sparta aristocracy best administered state hellas one ambitious political science research projects history point deserves honor gets,really liked it,4
37,Maria,aristotle well plato holds individuals part community give rise women public comparing slaves justifying slavery nature justifying social malaise responding anti democratic way thinking hence need say citizen author atrocious proving insanity times christ urgent need revise democratic fairer systems clear classical authors tends think politics organic way understanding society body part specific funcion whole precedes parts city prior man interesting book clear read plato complements classic contractualists importance lies getting complete idea,liked it,3
38,Illiterate,aristotle argues states seek common happiness ii stresses harmony stability iii allows different governments suit different societies,really liked it,4
39,Xander,meant serve part 2 lecture course politica aristotle treatment state everything wrote taught fundamental notion hylemorphism doctrine everything consists matter form combined serve purpose goal state consists citizens well slaves non citizens women foreigners etc form particular regime orders society e structure institutions laws basically power distribution citizen someone able rule ruled requiring liberal education hence leisure time cultivate virtuous disposition everything aristotle wrote politica occupied endless distinctions differentiations example aristotle distinguishes six types regime based rule one many corruption benefit political order good regimes monarchy aristocracy polity bad ones tyranny oligarchy democracy acknowledging best regime monarchy englightened despot pan basilea aristotle also acknowledges type regime practically unrealistic even instituted inherently stable due factions waiting power grab according aristotle common types regime oligarchy democracy rule rich rule power former leads domination property concluding since inequality exists everything unequal latter leads domination poor destitute pander demagogues conclude since equality exists everything equal ideal state e rule enlightened despot factions inevitable different groups hunt offices contain power honour types regime people elites grabbing power leads aristotle claim best possible type regime one combines oligarchy democracy statesman formulate laws balance power different factions rulers educate practical wisdom phronesis e learning distinguish judge act best interest community whole last remark important aristotle sees polity entity purpose happiness eudaimonia citizens means individual freedom secondary statesman always keep common good view matter fact whole politica sort handbook statesman oultines govern ensure peace stability kept aristotle studies historical contemporary societies find different types constitutions peculiar strengths weaknesses particular dangers threaten type regime done statesman always knows respond appropriately situation event internal external chaos goal speedy normalization society allowed set traditions laws aside aristotle recognizes dangers breaks instituted habits leads people openness ways living yet context matters sometimes statesman needs room manoeuvre order deal threats makes aristotle relativistic conventionalist sense recognizes multiplicity possibilities states exist well need adhere instituted traditions way goes deeply doctrines later thinkers like hobbes weber machiavelli schmidt depart extreme situations like civil war order build theories statesmanship aristotle departs stable normal situation views conflicts departures convention sees normalization final goal politica interesting book yet well structured one feels lost diving good strategy read book consists endless referrals earlier later portions sequence topics feels random times interesting parts aristotle analyses contemporary societies outlines kinds events underlying patterns makes book guide obtain practical wisdom statesman historical source ancient societies customs leaving aside reliable aristotle sources non partisan descriptions interesting book especially reading ethica nicomachea overlap works extension prior topics doubt politica would spark interest average modern reader,it was ok,2
40,Frank Stein,book reminds remain modernist called classics contain nuggets wisdom good parts often already incorporated thought extraneous parts many rightfully ignored thought marches onward better evidence accumulates thus aristotle politics historical interest gives insight greeks thought thought evolved modern theories politics one find original insights politics beyond greek isles around 4th century bc best however book provides sort hidden genealogy modern political thought aristotle spends much time dilating benefits mixed constitution democracy oligarchy monarchy leaned towards called politeia word constitution constituted broad participation prosperous middle class belief like treated alike meant thought free men rule turn chosen partially vote partially lot since even election would lend favoritism wanted pay poor attend assemblies also fine aristocrats attending ensure balance interest politics see james madison liked end book iv aristotle even divides government deliberative part sovereign part judicial part division although quite map onto modern one especially deliberative element also appointed officials officials authority make laws give orders seemed almost sovereign obvious parallels book iii chapter 11 aristotle even makes surprising argument wisdom crowds noting individual indeed worse judge experts collectively better since brings aspects individual wisdom bear mentions defense democracy book also helpful reminder greece hothouse ideas hothouse different states cities cities elected lot family vote co option many combinations gave citizenship almost soldiers many gave different property qualifications weights depending much people also infinitude ideal states plato republic elite class guardians laws hippodamus plan 10 000 person state defenders sustained public land luckily aristotle tends much empirical cataloguing sort mind go much ideals discuss book vii age groups occupy different positions throughout lives powerful city large small encompass access sea trade leisure schule free citizens inheritance laws ensure broad concentrated ownership agricultural workers slaves hippodamian regular streets combined old fashioned warrens thwart invaders forth whole attacks instance plato phaleas refusing make amends real world issues dreaming common property common wives aristotle defends value diverse viewpoints balanced constitutions therefore true founder modern liberal theory wish modern editor taken hacking book,really liked it,4
41,Aaron Crofut,skim read sixteen years seemed worth time brush philosopher say politics especially given different politics nation become since sophomore year college every young person catching politics bug take time read book basics reviews cover skim review wanted remember things lost see mind would focus different time came away man political animal take part politics much become language culture ethics customs unfold us sui generis rather fortunate reading dietrich von hildebrand along aristotle need evaluate culture objective standard rather taking culture standard time cannot hypercritical matters either polis needs maintained aristotle would appreciate mean needed blind acceptance blind criticism inherit pass offspring city polis nation seem like rivers parts always changing yet whole always remaining yet enough parts change perhaps whole ceases parts change united states changed considerably continue essential elements change changed would cease think big issue day libertarian social contract people friendship political value pops couple times find interesting specifically mention threat small ruling class closing friendship lower classes especially marriage rulers rule charity towards ruled unlikely happen rulers see ruled foreigners polis teleological end something social contract locke eudomnia happiness requires city city aimed end passing culture important aspect goal causes faction going refer reader book v chapter 3 issues play today three values person needs hold office loyalty constitution capacity job character emphasis justice anyone running president meet three perhaps important point work book vii politics means end end point education techne epistime knowing things knowing,it was amazing,5
42,David,began book thinking aristotle might progressive age question lived society could called progressive time democracy slaveholders aristotle reasoning strikes elitist justification status quo least translation read found text full long complex sentences many clauses perhaps like 19th century german scholars max weber sentences argues appropriate people kept social class consistent abilities whose capabilities physical strength best suited slaves others suited slaveholders even one accepts general premises serious philosophical examination would raise questions real society defending aristotle criticize society test children determine individual abilities place appropriate social class suppose person strengths weaknesses best suited manual labor follow must true children grandchildren racist view might say yes aristotle society occassionally say child slave physically weak characteristics common another class therefore must made free given fitting place society never child slaveholder strong smart book chapter ix reason seem boundary set riches though see contrary practised get riches add money without end economy requires possession wealth account another view purchase things necessary therewith procures merely increase persons confirmed belief proper object economy think purpose money saved hoarded without end cannot endlessly increase wealth merely art dealing money endeavour ways apply powers purpose nature intended thus instance courage intended inspire fortitude get money neither end soldier physician art victory health persons make everything subservient money getting end end everything ought refer aristotle says wealth wealth sake wrong seems direct people slave holding leisure class politics aristotle expresses idea slaveholders talents managing slaves would think doctors trades people earn money encourage mercenaries one might think soldiers others risk lives deserve give instructions laborers reading c wright mills power elite mills tells old money elite look upon new money rich struck sounds like aristotle attitude towards built wealth something slavery actually know answer question whether average slaveholder really knew art agriculture order give superior instructions average slave chapter xiii argues slaves women devoid virtues inherently different amount type instance inherent man command inherent women obey aristotle know sappho lived 200 years aristotle writes slave trained virtues proper situation master read book beginning book ii think enough particualr purposes,NONE,NULL
43,'Izzat Radzi,read concurrent cicero de republica hence time taken much longer perhaps frame mind different addition preface read starting book iii vii viii finished remaining book maybe read different way different publication like one recently published princeton understanding aristotle work different truly enlightening read since deals virtue vice golden mean relativity best constitution states perhaps also illustration tyrant book v related cheap labor nowadays higher echelons purposely kept poor people poor ensure pay minimum course critique views slavery woman position nature instance suggest naturally always support tyrants amongst many others plato kept later read work since talking constitution also best recollect yesterday uk supreme court 11 judges unanimous decision uk parliament unlawful preroguing thought best continue either works plato republic montesquieu spirit laws aristotle categories early roman empire,really liked it,4
44,Ben,one gifts received christmas seems like long time ago 25 voucher use amazon soon saw three thousand digit code back card realised one thing spend money books thought brought rare occasion take granted made rash decision regret bought collected works plato sapiens brief history humankind crime punishment completely beside malala aristotle politics finished reading politics supposed would better place review reflect book blog using talk everything related ppe many interesting things book ideas references ancient world noteworthy point entire book though clearly criticism everything plato earlier written dialogues therefore politics set criticism must gone grain popular opinion ancient world properly enjoy book think worth knowing little history aristotle role philosopher aristotle genius heavily influenced ideas plato much joined institution called plato academy plato academy run plato filled people inspired early analytical philosophy put forward plato entirely debt came studies plato died academy needed new head aristotle hopeful manage get think aristotle really began turn away following plato became creative independent thought thus spoke politics take granted republic ancient greece dominant influential book proper order state books ii hit reader sharp shock two books aristotle putting ideas forward theoretical point view arguing necessity slaves position commodities children fundamental forms government aristotle agrees plato insofar able identify oligarchies democracies tyrannies aristocracies forms government aristotle also expands idea aristotle include timocracy form government plato never truly materialised part world add monarchies list improves definitions forms government completely first two books essentially first harsh grip reader arguing wisdom plato taught us state sometimes oversteps boundaries ended creating state essentially human nature later books aristotle becomes focused reality rather using abstract thought reasoning bring reader conclusions gives examples history talking different states function aristotle look function rather actually references spartan state celts lacedemonias evidence arguments noting use democratic aristocratic oligarchic forms populates raise final book book viii focus turns education youth focuses topics students learn schools manner argued aristotle one first scientists seemingly uses history states provide evidence disprove earlier hypotheses read notes book guidance reading may missing major points thisaris quick overview would describe contents politics read book say write blog post refresh mind important point took away book whether found worthwhile read whether simply read notes online gotten condensed version ideas really important consider reading classics political science similar ideas book society living today aristotle description good bad state function magistrates division rich poor clear made huge impact way view function state ruler point view subject point view one idea caught attention early book many forms different states democracy example similar features matter implemented state state similar plato theory forms practical definitions make democracy definably different oligarchy way democracy implemented exact way across world many historical cultural factors behind mask regimes may seem like exaggeration common sense definitely insight genius high ranking philosopher ancient greece argue explain every action state takes another surprising idea aristotle two extremes political spectrum democracy oligarchy state systems fall somewhere two significant may foundation call right vs left spectrum previously republic argued five forms state countries would switch satisfied would switch based balance justice aristotle added flux static idea arguing two extremes civilisations fall somewhere idea still modern,it was amazing,5
45,Micah Jakubowicz,4 5 stars important ideas unfortunately aristotle fault extremely outdated ideas make 10 beautiful work however know anything history political philosophy history classical liberalism never read work happily surprised see foundations aristotle politics first major work recognized society ultimately built individuals collective like plato thought build reasonable virtuous society individual work first political landscape eventually become virtuous lack better term absolutely insane misleading plain immoral think government arbiters truth morality ultimately even top government officials human equal citizen government official governmental group feel right dictate live life enter enlightenment enter liberalism enter america thank aristotle course could go importance genius aristotle work suffice say one greatest works political philosophy ever,really liked it,4
46,Mr. Banks,come better set takeaways later aristotle models good set ethic developed treatise name argument state constructed enable allow citizen pursue good life every citizen good state whole good follows set prescriptions create good state aristotle biologist loves characterize classify treated several chapters define different form states characteristics function survive proofs lot follows consistent set logic axioms built rests naturalistic argument hand wavy notion body soul aristotle also known realist treatise finally come understand meant descriptor instead focussing theoretical arguments state aristotle provides quell practical ways administer justice construct state manage youth education even type music citizens enjoy applications follow social customs time appeal authority homer poems ancient gods find convincing slightest,NONE,NULL
47,Rowland Pasaribu,many ways politics companion volume nicomachean ethics aristotle defines life good quality sets describing achieved politics large extent effort describe kind political association would best facilitate ends described ethics however politics subservient ethics aristotle claim cities must exist serve ends individuals rather claims individuals large extent defined cities live man fully human e fully rational participating city city complete whole individual mere part city thus important individual tension practical speculative reasoning central politics practical reasoning necessary political social matters speculative reasoning necessary theoretical philosophical problems ultimately aristotle concludes ethics politics speculative reasoning superior proper exercise faculty man achieves true happinesswhereas aristotle views exercise speculative reasoning end considers exercise practical reasoning integral means end individual cannot learn exercise reason properly outside confines city city able function result man practical reasoning practical reasoning thus prerequisite exercise speculative reasoning interestingly aristotle never concerns questions much authority state individual central question modern political philosophy extent state able impose freedom individual question would made sense aristotle saw goal city goal individual identical assertion individual subservient part state might seem mildly totalitarian view individual could truly rational needs interests outside confines state result would absurd desire kind individual freedom opposition state justice might seem odd term essentially right hold distinguished public offices important remember however greek city state serving public office essential citizenship high distinction occupied places high distinction likely enjoy benefits well aristotle method elsewhere largely descriptive conducts extensive surveys different forms government theory theory less creative endeavor plato republic rather series recommendations based observed none aristotle practical advice particularly novel insights synthesis analyses man studied politics extensively though politics ends quite abruptly discussion minor points interest regard music reason believe section text lost politics compiled lecture notes courses aristotle taught lyceum intended publication likely explanation ending marks end specific lecture though aristotle perhaps taught topics political theory another time aristotle firm stance kind skill knowledge comes utilized someone else sake epitomizes means end dichotomy practical reasoning serves entire city individual part speculative reasoning serves one happiness type reasoning end self individual engages activity whose end please others playing music however individual becomes means others achieve leisure ceasing end aristocratic amateurism aristotle espouses evidences elitist conception class differences citizens look upon musicians practitioners arts practice skill sake others aristotle considers practitioners simply means citizens end leisure inherently disparages value art sake importance art self expression two notions integral modern conception self course ancient greece different modern world citizens felt contempt non citizen manual laborers existence worth service others skills ends rather means others ends aristotle discussion music difficult understand number reasons foremost among little known greek music actually sounded like historians know instruments greeks played based melodies different modal arrangements felt expressive different states character emotion historians also know music important greeks felt certain harmonies divine music could express character moral virtues better medium aristotle believes music serve moral purposes quite literally represent states character paintings represent trees houses representing virtuous character music serve powerful tool moral instruction,really liked it,4
48,Denise,worthy scholars comment one major works astonishing mind give however 4 stars translation clumsy difficult stay true original text render smooth text reader today appreciate possible pure curiosity led try reading aristoteles texts thinking influenced ethical political thinking europe centuries enough reason anyone today go back roots cannot say grasp whole spectrum ideas beginning think necessary try part intellectual heritage know past cannot form future,really liked it,4
49,Michael Barrett,solid book looking foundational knowledge politics definitely one consider get started book explains different regimes democracies oligarchies aristocracies well tyrannies mixes well sections good citizen best way regimes govern along generalship war revolutions familial relationships found stimulating read throughout book thinking life ways done personal life date also world live today,really liked it,4
50,Phil Filippak,built premise state important singular person book demonstrates good enough reasoning legislate state build economy avoid people discontent believe approach described one many possible approaches matters maybe even among optimal ones premise state important person true know,liked it,3
51,Maggie,finished chapters iii iv sexist justifying slavery easily criticizable considering modern developments aristotle makes broad assumptions based time applies universally interesting see close correspondence form government advocates moderate aristocracy polity form government common western society nowadays,it was ok,2
52,Anmol,reading ethics must overlap bit work one another probably gave lectures around period like discussion music exercise building interesting greek tradition plato difficult read content writing style disastrous,liked it,3
53,Safaa,good individuals make good citizens good citizens make good cities wonderful sequel ethics exploration education government constitutions individual rights gives much think ponder however athena sake let children play flute,it was amazing,5
54,Havalah Ruth Peirce,better physics poetics level interest readability ethics ready done aristotle although say book prompted series difficult fascinating discussions regarding work city work leader relation logos politics leisure,really liked it,4
55,Gordan Karlic,aristotle one greatest minds human history even book outdated principles talking changed book still source knowledge gave grade 5 pretty sure somebody else author would 4,it was amazing,5
56,Tamara Tica,one really needs opinion aristotle famous dead enough mind say youths say bit dick honestly,NONE,NULL
57,Keith,bit snooze parts plenty interesting important lessons gleaned,really liked it,4
58,Plato,aristotle famously attacks communism defends private property,really liked it,4
59,Doug,interesting thought would throughout ancient greece days prior aristotle numerous city states many frequently overthrown either revolution war see history peloponnesian war histories many city states experimented wide range different types government aristotle politics analyzes inquiry find problems different factors beget chief end government attempts articulate elements ideal government constitution work surprisingly relevant going discussions society today issue income inequality raised analyzed discussion property distributed among populations various competing senses justice discussed nature equality inequality considered along whether different positions reconciled discusses role middle class stable society never knew concept middle class ancient really want avoid creating undue misery people would well familiar aristotle analysis arguments process analysis aristotle makes wide range references works people events book 2 extended critique socrates republic number things particularly struck references 1 2 means book 1 chapter 2 1 2 man perfected best animals separated law justice worst since armed injustice dangerous equipped birth arms meant e used intelligence virtue may use worst ends wherefore virtue unholy savage animals full lust gluttony 1 2 justice bond men states administration justice determination principle order political society think von mises would disagree statement 1 3 others affirm rule master slaves contrary nature distinction slave freeman exists law nature interference nature therefore unjust 2 3 common greatest number least care bestowed upon everybody inclined neglect duty expects another fulfill big cities strangle sense personal responsibility populace toward elements city 2 5 one men things common longer set example liberality liberal action liberality consists use made property legislation may specious appearance benevolence men readily listen easily induced believe wonderful manner everybody become everybody friend especially one heard denouncing evils existing states suits contracts convictions perjury flatteries rich men like said arise possession private property evils however due different cause wickedness human nature 2 6 indeed say best constitution combination existing forms praise lacedaemonian made oligarchy monarchy democracy sounds reminiscent us constitution three branches government 2 7 possessions desires mankind require equalized impossible unless sufficient education provided laws 2 7 fact greatest crimes caused excess necessity men become tyrants order may suffer cold 2 7 nature desire satisfied men live gratification beginning reform much equalize property train noble sort natures desire prevent lower getting say must kept ill treated 3 9 one party unequal one respect example wealth consider unequal party equal one respect example free birth consider equal 3 9 state exists sake good life sake life 3 10 also doubt supreme power state multitude wealthy good one best man tyrant alternatives seems involve disagreeable consequences poor example number divide among property rick unjust heaven reply supreme authority justly willed injustice pray first division taken majority divide anew property minority evident goes ruin state 3 15 inquiring whether advantageous ruled best man best laws advocates royalty maintain laws speak general terms cannot provide circumstances science abide written rules absurd hence clear government acting according written laws plainly best yet surely ruler cannot dispense general principle exists law best man must legislate laws must passed laws authority miss mark though cases retaining authority 3 15 many incorruptible interesting statement pre dates mass media think many putty hands principle less true 4 11 poor rich quarrel one another whichever side gets better instead establishing popular government regards political supremacy prize victory one party sets democracy oligarchy 5 1 excel virtue best right rebel men least inclined 5 4 well begun half done translation quoting statement coining 5 8 ordinary man discern beginning evil true statesman 5 9 equality property introduced state must necessity take another form laws carried excess one element state ruined constitution ruined 5 9 things mentioned contributes permanence constitutions adaptation education form government yet day principle universally neglected best laws though sanctioned every citizen sate avail unless young trained habit education spirit constitution laws democratically democratically oligarchically laws oligarchical may want self discipline states well individuals 5 9 educated spirit constitution perform actions oligarchs democrats delight existence oligarchy democracy made possible whereas among sons ruling class oligarchy live luxury sons poor hardened exercise toil hence inclined better able make revolution democracies extreme type arisen false idea freedom contradictory true interests state two principles characteristic democracy government majority freedom men think equal equality supremacy popular freedom means man likes democracies every one lives pleases words euripides according fancy wrong men think slavery live according rule constitution salvation 5 10 history shows almost tyrants demagogues gained favor people accusation notables 6 4 every man responsible others one allowed pleases absolute freedom allowed nothing restrain evil inherent every man strong argument von mises position liberalism 7 7 hellenic race could formed one state would able rule world fascinating statement made tutor alexander great tried 7 8 state community living beings community equals aiming best life possible whereas happiness highest good realization perfect practice virtue attain others little none 7 13 makes men fancy external goods cause happiness yet might well say brilliant performance lyre attributed instrument skill performer 7 14 would learn command well must men say first learn obey 8 3 always seeking useful become free exalted souls,really liked it,4
